,SRR7457551,SRR7457552,SRR7457553,SRR7457554,SRR7457555,SRR7457556,SRR7457557,SRR7457558,SRR7457559
Atp9a,14,18,13,16,5,18,2,14,9
Mir7004,0,0,0,0,0,0,0,0,0
Sall4,0,0,0,0,0,0,0,0,0
Gm14261,0,0,0,0,0,0,0,0,0
Zfp64,221,201,234,156,275,309,125,115,174
1700017J07Rik,0,0,0,0,0,0,0,0,0
Gm14250,0,0,0,0,0,0,0,0,0
4930529I22Rik,0,0,0,0,0,0,0,0,0
Gm14249,0,0,0,0,0,0,0,0,0
Tshz2,0,1,1,1,0,0,1,2,0
AY702102,0,0,0,0,0,0,0,0,0
A630075F10Rik,0,0,0,0,0,0,0,0,0
Zfp217,1210,926,559,493,601,690,1017,825,1419
Gm34403,1,1,0,0,0,0,1,1,1
Gm17619,1,0,0,0,1,0,0,1,1
Bcas1,71,63,23,27,21,21,52,50,60
Bcas1os2,0,0,0,0,0,0,1,0,0
Cyp24a1,0,0,0,0,0,0,0,0,0
Pfdn4,169,156,104,71,123,114,77,63,106
Gm16796,16,11,13,7,10,15,7,1,6
Gm14637,0,0,0,0,0,0,0,0,0
4930470P17Rik,0,0,0,0,0,0,0,0,0
Dok5,0,0,0,0,0,0,0,1,0
1700028P15Rik,0,0,0,0,0,0,0,0,0
Cbln4,0,0,0,0,0,0,0,1,0
Mc3r,0,0,0,0,0,0,0,0,0
Gm14273,0,0,0,0,0,0,0,0,0
Fam210b,111,72,114,100,106,145,88,69,91
Aurka,598,564,79,75,64,78,69,65,90
Cstf1,322,310,266,156,243,298,159,138,249
Cass4,0,4,10,10,18,4,5,2,2
Rtf2,1529,1236,2055,1570,2432,2432,1033,787,1184
Gcnt7,2,8,20,8,23,34,5,8,11
Fam209,4,7,17,24,48,33,9,12,11
Tfap2c,0,0,0,0,0,0,0,0,0
Bmp7,0,0,0,0,0,0,0,0,0
Spo11,0,0,0,0,0,0,0,0,0
Rae1,413,339,376,260,375,388,244,173,263
Rbm38,31,27,13,18,17,13,21,15,25
Ctcfl,0,0,0,0,0,0,0,0,0
Ctcflos,0,0,0,0,0,0,0,0,0
Gm36691,0,0,0,0,0,0,0,0,0
Pck1,0,0,0,0,0,0,0,0,0
Zbp1,150,119,104,54,106,83,51,74,89
Pmepa1,1014,853,528,390,693,803,596,416,559
1700021F07Rik,0,0,0,0,0,0,0,0,0
Ankrd60,1,0,0,1,2,1,0,0,0
Ppp4r1l-ps,101,60,60,42,88,90,45,51,57
Rab22a,454,386,380,317,496,507,278,223,308
Mir6340,33,29,34,33,51,54,41,18,19
1700010B08Rik,0,0,1,0,0,0,0,0,0
Vapb,1693,1566,1050,933,1305,1315,917,755,1220
Stx16,793,684,466,462,612,541,628,485,706
Npepl1,1051,907,729,643,921,909,674,529,822
Gm10714,0,0,0,1,0,0,0,0,0
Mir296,0,0,0,0,0,0,0,0,0
Mir298,0,0,0,0,0,0,0,0,0
Gnasas1,1,0,0,0,0,0,1,0,0
Gnas,6026,4539,4580,3717,5594,5337,3780,2974,4575
Gm30189,31,33,17,9,14,20,26,20,23
Nelfcd,579,463,305,286,445,476,306,236,400
Ctsz,13213,12584,8046,6089,8858,9636,5595,4548,6938
Tubb1,0,2,0,0,0,4,2,1,0
Atp5e,1364,1259,627,552,866,746,617,561,763
Prelid3b,837,807,586,426,571,713,323,298,359
Zfp831,0,1,1,4,1,2,10,12,12
Edn3,0,0,0,0,0,0,0,1,0
Gm14616,0,0,0,0,0,0,0,0,0
Gm14444,0,0,0,0,0,0,0,0,0
Gm14393,0,0,0,0,1,0,1,0,1
Gm14391,0,0,0,0,0,0,0,0,0
Gm2026,0,0,0,0,0,0,0,0,0
Gm6710,0,0,0,0,0,0,0,0,0
Gm14288,0,0,0,0,0,0,0,0,0
Gm14440,0,0,0,0,0,0,0,1,1
Gm14308,0,0,0,0,0,0,0,0,0
Gm14430,0,0,0,0,0,0,0,0,0
Gm14434,0,0,0,0,0,0,0,0,0
Gm4724,0,0,0,0,0,0,0,0,0
Gm2007,0,0,0,0,0,0,0,0,0
Zfp968,0,0,0,0,0,0,0,0,0
Zfp967,0,0,0,0,0,0,0,0,0
Zfp966,0,0,0,0,0,0,0,0,0
Zfp973,0,0,0,0,0,0,0,0,0
Zfp965,0,0,0,0,0,0,0,0,0
Gm2004,0,0,0,0,0,0,0,0,0
Gm14296,0,0,0,0,0,0,0,0,0
2210418O10Rik,0,0,0,0,0,0,0,0,0
Gm14405,0,0,0,0,0,0,0,0,0
Gm14305,6,5,2,3,0,3,13,2,7
Gm14295,5,8,2,1,6,6,2,5,2
Gm14410,25,7,26,5,16,7,19,12,20
Zfp970,52,28,35,19,22,24,23,25,42
Gm14403,42,31,14,17,14,11,12,18,19
Gm14322,4,14,0,4,5,7,6,3,5
Gm14325,76,57,34,31,41,43,64,54,49
Gm14327,0,0,2,0,0,0,0,0,0
Zfp972,4,4,0,1,3,2,4,0,0
Gm14326,27,30,33,19,21,16,31,10,26
Zfp971,291,304,251,188,163,266,192,165,284
Zfp931,30,19,17,18,21,18,28,11,9
Phactr3,0,0,1,0,0,0,0,2,0
Sycp2,99,88,69,66,72,63,65,76,94
Ppp1r3d,313,315,213,252,348,316,311,213,381
Fam217b,321,281,164,158,257,259,183,162,291
Cdh26,0,1,0,0,0,0,0,0,1
Gm35695,0,0,0,0,0,0,0,0,0
Gm35888,0,0,0,0,0,0,0,0,0
4930591A17Rik,0,0,0,0,0,0,0,0,0
Cdh4,0,0,0,0,0,0,1,0,0
Taf4,738,692,366,434,612,567,525,398,565
4921531C22Rik,31,41,14,14,26,32,16,14,23
Lsm14b,270,292,56,161,159,101,169,132,246
Psma7,1088,1094,884,653,1054,1107,620,494,709
Ss18l1,47,55,62,48,86,54,44,34,51
Mtg2,183,176,106,81,94,123,141,85,121
Hrh3,0,0,0,0,0,0,0,1,0
Osbpl2,451,325,189,232,293,293,283,230,347
Adrm1,577,611,471,331,476,614,297,195,390
Lama5,2,1,4,5,6,3,6,4,5
Mir7005,0,0,0,0,0,0,0,0,0
Rps21,2096,2000,1370,1309,1912,1701,1284,1229,1424
Mir3091,0,0,0,0,0,0,0,0,0
Cables2,305,209,184,143,245,261,152,99,205
Rbbp8nl,0,0,0,0,0,0,0,0,0
Gata5,0,0,0,0,0,0,0,0,0
Gata5os,0,0,0,0,0,0,0,0,0
B230312C02Rik,0,0,0,0,0,0,0,0,0
Mir1a-1hg,0,0,0,0,0,0,0,0,0
Mir1a-1,0,0,0,0,0,0,0,0,0
Mir133a-2,0,0,0,0,0,0,0,0,0
Slco4a1,22,16,1,4,5,4,2,0,4
Ntsr1,0,0,0,0,0,0,0,0,0
Mrgbp,235,189,195,176,197,207,161,111,187
Ogfr,621,547,524,399,613,541,389,306,459
Col9a3,8,8,18,9,9,15,11,4,12
Tcfl5,0,0,3,0,2,0,1,1,0
Dido1,1288,1080,1102,795,1333,1354,806,598,884
Gid8,718,617,607,439,608,593,442,358,478
Slc17a9,288,214,154,130,156,196,109,108,184
Bhlhe23,0,0,0,0,0,0,0,0,0
Mir124a-3,0,0,0,0,0,0,0,0,0
Ythdf1,793,746,749,616,863,799,517,448,591
Birc7,0,0,0,0,0,0,0,0,0
Nkain4,0,0,1,0,0,0,0,2,0
Arfgap1,506,450,482,383,552,627,302,239,403
Col20a1,113,101,206,136,234,234,94,60,109
Chrna4,0,0,0,0,0,0,1,0,0
Kcnq2,2,1,1,4,0,2,1,2,0
Eef1a2,0,0,15,20,0,2,2,29,1
Ppdpf,195,190,96,97,148,155,116,99,134
Ptk6,0,0,0,0,0,1,0,0,0
Srms,0,0,1,1,0,0,0,0,0
Fndc11,0,0,0,0,0,0,0,0,0
Helz2,541,474,409,426,532,449,333,292,496
Gmeb2,299,291,200,195,378,277,165,119,200
Stmn3,0,1,14,22,0,1,4,30,0
Rtel1,521,451,192,163,222,219,147,146,216
Arfrp1,452,407,352,311,356,394,333,233,411
Zgpat,491,460,391,284,362,443,369,277,449
Lime1,260,216,239,166,267,285,225,180,269
Slc2a4rg-ps,108,97,70,39,52,56,79,47,123
Zbtb46,7,14,6,5,7,12,8,8,8
Abhd16b,1,2,0,0,3,0,0,0,0
Tpd52l2,757,730,540,450,613,601,504,368,593
Dnajc5,3761,3588,3062,2355,3599,3754,2043,1581,2499
Uckl1,588,506,488,373,530,575,500,330,555
Uckl1os,90,59,64,58,78,105,52,52,95
Zfp512b,470,299,501,304,462,602,317,205,385
Mir7006,0,0,0,0,1,0,0,0,0
Samd10,95,67,58,73,93,70,73,64,126
Prpf6,824,748,529,477,548,639,517,437,614
Gm29797,0,0,0,1,0,0,0,0,0
Sox18,3,1,3,0,0,1,1,1,5
Tcea2,29,22,42,31,44,46,32,31,28
Rgs19,1579,1330,686,735,886,787,997,694,1160
Lkaaear1,0,0,0,4,2,0,0,0,0
Oprl1,9,2,6,3,9,5,2,3,4
Myt1,1,1,3,3,0,1,1,0,0
Pcmtd2,279,233,138,226,280,184,272,269,323
Polr3k,434,436,179,187,204,233,186,173,254
Gm40035,0,0,0,0,0,0,0,0,0
Gm14496,0,0,0,0,0,0,0,0,0
Hnf4g,0,0,0,0,0,0,0,0,0
1110015O18Rik,0,0,0,0,0,0,0,0,0
Gm17308,0,0,0,0,0,0,0,0,0
2700069I18Rik,0,0,0,0,0,0,0,0,0
Zfhx4,0,1,1,3,2,0,2,2,1
4930555M17Rik,0,0,0,0,0,0,0,0,0
Pex2,683,584,481,343,493,500,409,379,448
1700008P02Rik,0,0,0,0,0,0,0,0,0
Pkia,0,0,6,10,1,1,0,13,0
Zc2hc1a,71,74,43,35,36,54,34,41,41
Il7,8,4,15,5,4,3,5,6,8
Gm16685,0,0,0,0,0,0,0,0,0
1700010I02Rik,0,0,0,0,0,0,0,0,0
Gm6194,1,0,9,2,1,2,0,1,2
Stmn2,0,0,11,11,1,0,1,21,0
Gm32496,0,0,0,0,0,0,0,0,0
Hey1,16,8,17,6,11,9,7,9,15
Gm32561,0,0,0,0,0,0,0,0,0
Mrps28,162,183,104,56,82,70,62,42,68
Tpd52,2587,2453,1998,1794,2298,2387,1569,1322,1807
4930539M17Rik,0,0,0,0,0,0,0,0,0
Zbtb10,101,60,51,110,135,78,95,93,101
C030034L19Rik,25,31,23,26,37,25,27,23,19
Zfp704,154,134,123,128,192,162,155,156,192
Pag1,4827,3924,3099,3983,5367,4002,4018,3363,4977
Fabp5,1694,1971,805,516,694,1038,601,564,767
Gm9833,8,3,3,3,4,5,1,2,6
Pmp2,0,0,0,0,0,0,0,0,0
Fabp9,0,0,4,0,4,1,0,0,0
Fabp4,895,833,861,291,459,1105,384,395,405
Fabp12,0,0,2,0,0,1,0,0,0
Impa1,863,870,477,357,481,538,452,351,507
Slc10a5,0,0,1,0,0,1,0,0,0
Zfand1,85,47,47,32,55,47,41,34,44
Chmp4c,1,3,0,3,1,2,3,1,0
Snx16,66,86,56,45,50,45,58,40,65
Gm10745,0,0,0,0,0,0,0,0,0
Ralyl,0,0,1,0,0,0,1,4,0
4930539N22Rik,0,0,0,0,0,0,0,0,0
Gm41998,0,0,0,0,0,0,0,0,0
Gm6300,0,0,0,0,0,0,0,0,0
Slc7a12,0,0,0,0,0,0,0,0,0
Lrrcc1,255,220,210,130,224,248,142,125,173
E2f5,59,40,56,34,62,88,41,32,37
Rbis,89,116,59,47,73,91,70,53,63
Car13,158,169,127,93,156,180,38,33,43
Car1,0,0,0,0,0,0,0,0,0
Gm41999,0,0,0,0,0,0,0,0,0
Car3,0,0,7,1,2,9,0,0,0
Car2,0,2,9,10,10,4,3,12,1
A930001A20Rik,0,0,0,0,0,0,0,1,1
Gm9733,7,4,28,21,41,41,0,1,5
Sirpb1a,338,337,244,276,379,327,357,300,391
Sirpb1b,189,190,139,164,197,179,239,186,240
Sirpb1c,610,606,271,294,369,376,521,447,576
Gm5150,314,287,264,311,431,328,299,242,315
Ythdf3,1500,1375,1242,1220,1772,1499,1107,872,1174
Gm30223,0,0,0,0,0,0,0,0,0
Mir124-2hg,0,0,0,1,0,0,0,0,0
Mir124a-2,0,0,0,0,0,0,0,0,0
Cypt12,0,0,0,0,0,0,0,0,0
Bhlhe22,0,1,0,0,0,0,0,3,0
Cyp7b1,0,0,0,0,0,0,0,1,0
Gm30667,0,0,0,0,0,0,0,0,0
4930433B08Rik,0,0,0,0,0,0,0,0,0
Gm30789,0,0,0,0,0,0,0,0,0
Armc1,544,558,301,275,331,341,281,245,296
Mtfr1,170,181,96,124,127,128,129,115,134
Pde7a,521,429,213,341,498,309,357,308,393
Dnajc5b,0,0,0,0,0,0,0,0,0
Trim55,0,0,0,0,0,0,0,0,0
Crh,0,0,0,0,0,0,0,0,0
4632415L05Rik,108,85,97,45,63,62,67,67,103
Cp,39,49,33,40,43,32,58,29,39
Hps3,725,650,488,466,625,578,523,407,668
Hltf,870,635,347,559,517,394,653,522,689
Gyg,2873,2436,912,1099,1396,1111,1454,1128,1553
Cpa3,6,4,1,1,2,1,3,2,0
Mir7007,0,0,0,0,0,0,0,0,1
Cpb1,0,0,0,0,0,0,0,0,0
Agtr1b,0,0,0,0,0,0,0,0,0
7530428D23Rik,0,0,0,0,0,0,0,0,0
Tbl1xr1,1433,1142,873,821,1100,1035,781,655,873
Rprl2,0,0,0,0,0,0,0,0,0
Naaladl2,0,0,1,0,0,0,0,0,0
Nlgn1,0,0,2,1,0,0,0,0,0
Spata16,0,0,0,0,0,0,0,0,0
Ect2,893,781,79,121,115,97,177,135,188
1700125G22Rik,0,0,0,0,0,0,0,0,0
Nceh1,6667,5501,7329,6430,9121,9517,6897,5886,7850
Tnfsf10,26,12,29,18,26,41,26,19,26
Ghsr,1,0,0,0,1,0,0,0,0
Fndc3b,2155,1810,1519,1746,2115,1788,1647,1328,1868
Gm32738,6,7,15,4,12,15,9,15,5
Mir3092,1,1,0,0,2,0,2,1,1
Tmem212,0,0,0,0,0,0,0,0,0
Pld1,747,650,339,490,659,468,538,494,689
Tnik,0,3,6,4,4,1,0,7,0
Mir466q,0,0,0,0,0,0,0,0,0
Slc2a2,0,0,0,1,0,0,0,0,0
1700112D23Rik,0,0,0,0,0,0,0,0,0
Eif5a2,101,93,120,74,154,164,85,69,68
Gm32950,3,3,5,2,13,7,4,3,3
Rpl22l1,655,545,271,257,324,291,254,278,310
Gm1527,0,0,0,0,0,0,0,0,0
Egfem1,67,46,26,36,25,32,37,43,39
Mir551b,0,0,0,0,0,0,0,0,0
Mir21b,0,0,0,0,0,0,0,0,0
Mannr,0,0,0,0,0,0,0,0,0
Mecom,0,0,0,0,0,2,0,0,1
Actrt3,0,0,0,1,0,0,0,0,0
Mynn,252,225,170,180,218,196,195,128,179
Lrrc34,0,2,0,0,0,0,0,0,0
Lrriq4,0,0,0,0,0,0,0,0,0
Lrrc31,0,0,3,0,0,2,2,0,0
Gm15462,0,0,0,0,0,0,0,0,0
Samd7,0,0,0,0,2,0,0,0,0
Sec62,1885,1739,1352,1352,1933,1669,1424,1213,1460
Gpr160,482,504,178,191,204,165,306,249,360
Phc3,996,832,756,655,989,981,752,660,896
Prkci,393,365,239,210,248,294,228,193,263
Mir7008,0,0,0,0,0,0,0,0,0
Skil,1787,1482,1590,2109,3194,2396,1622,1367,1712
Cldn11,0,0,9,5,0,0,0,10,1
Slc7a14,0,0,0,0,0,0,0,4,0
Kcnmb2,0,0,0,0,0,0,0,0,0
Zmat3,449,445,276,216,258,339,262,217,330
4930429B21Rik,24,14,11,13,7,10,15,5,9
Pik3ca,1028,877,448,485,622,543,680,566,738
Kcnmb3,1,0,0,1,2,1,0,0,2
Zfp639,246,219,211,155,240,261,173,134,209
Mfn1,614,560,334,337,378,435,322,271,404
Gnb4,39,49,39,23,39,51,32,23,27
Actl6a,785,763,369,260,461,426,318,217,351
Mrpl47,125,125,82,54,59,80,66,49,78
Ndufb5,642,608,336,296,391,382,291,265,349
Usp13,0,0,0,0,0,0,0,1,0
Pex5l,0,0,2,4,0,0,0,8,0
4930419G24Rik,0,0,0,0,0,0,0,0,0
Ttc14,882,827,701,673,676,724,670,514,709
Ccdc39,52,52,54,37,36,47,52,27,50
Fxr1,932,937,513,573,812,693,607,427,722
Dnajc19,307,302,155,103,191,131,115,77,160
Gm38505,0,0,0,0,0,0,0,0,0
Sox2ot,0,0,2,4,0,0,0,1,0
Mir1897,0,0,0,0,0,0,0,0,0
Sox2,0,1,1,0,0,0,0,3,0
Gm3143,0,0,0,0,0,0,0,0,0
Gm38509,0,0,0,0,0,0,0,0,0
Mir6378,0,0,0,0,0,0,0,0,0
Gm6639,0,0,0,0,0,0,0,0,0
Atp11b,1842,1515,1136,1235,1800,1494,1251,1022,1489
Dcun1d1,324,309,178,200,241,228,211,176,228
Mccc1,258,225,113,136,162,139,122,121,142
Mccc1os,16,17,10,12,16,8,6,4,8
Ccdc144b,0,0,0,1,0,0,0,0,0
Acad9,408,429,231,209,296,291,215,182,230
Zfp267,136,100,95,90,156,123,76,47,105
Qrfpr,0,0,0,0,0,0,0,0,0
Anxa5,7286,6369,5479,4602,6685,6476,5029,4200,5978
Mir7009,0,0,0,0,1,2,0,0,0
1810062G17Rik,1,0,2,0,1,0,0,0,0
Gm11548,0,0,0,0,0,0,0,0,0
Smim43,0,0,0,0,0,0,0,0,0
Exosc9,775,750,304,251,295,357,227,185,257
Ccna2,2529,2446,329,271,277,304,398,255,398
Bbs7,76,57,24,28,45,38,29,24,51
Trpc3,0,0,0,1,1,0,0,7,0
4932438A13Rik,1159,1009,896,708,1015,1030,750,634,915
Adad1,0,0,0,0,0,0,0,0,0
Il2,0,0,0,0,0,0,0,0,0
Gm12532,0,0,0,0,0,0,0,0,0
Il21,0,0,0,0,0,0,0,0,0
Cetn4,3,3,1,1,1,0,1,0,8
Bbs12,16,17,7,6,7,6,6,4,4
Fgf2,0,0,0,1,0,0,1,0,0
Nudt6,55,42,26,40,30,25,27,29,42
Spata5,166,186,178,113,175,206,87,77,96
4930594O21Rik,0,0,0,0,0,0,0,0,0
Spry1,169,95,80,68,194,148,148,106,153
Gm5148,2,0,0,2,2,1,1,4,0
Gm20755,0,0,0,0,0,0,0,0,0
5430434I15Rik,0,0,0,0,0,0,0,0,0
Ankrd50,321,238,146,240,314,234,171,169,251
Fat4,0,0,3,1,1,3,1,0,0
1700017G19Rik,0,1,0,1,0,0,0,0,1
Intu,76,59,24,23,50,36,29,25,33
Slc25a31,1,0,1,2,1,1,0,0,2
Hspa4l,601,779,380,509,570,445,433,351,503
Plk4,607,573,120,82,114,111,137,90,162
Mfsd8,145,144,129,101,155,150,120,90,131
Gm2011,3,0,1,3,1,0,1,0,0
Gm10731,0,0,2,0,0,0,0,0,0
6430590A07Rik,4,2,2,3,4,7,3,1,1
Abhd18,64,54,52,39,46,55,31,35,62
1700034I23Rik,1,0,1,1,0,2,0,0,6
Larp1b,219,221,176,144,141,186,109,87,151
Pgrmc2,499,506,296,229,366,371,295,199,334
Platr4,0,0,0,0,0,0,0,0,0
2400006E01Rik,0,0,0,0,0,0,0,0,0
Jade1,459,420,206,227,362,307,203,153,205
Sclt1,191,172,55,74,79,75,73,63,116
D3Ertd751e,160,144,84,73,79,86,89,76,104
2610316D01Rik,0,0,0,0,0,0,0,0,0
Pcdh10,0,0,3,1,0,0,3,5,0
1700027H10Rik,0,0,0,0,0,0,0,0,0
Pabpc4l,0,0,0,0,0,0,0,0,0
Mir6379,0,0,0,0,0,0,0,0,0
Gm7977,0,0,0,0,0,0,0,0,0
1700018B24Rik,0,0,0,0,0,0,0,0,0
Pcdh18,0,0,0,0,1,0,0,0,2
Slc7a11,237,182,611,201,480,623,83,96,143
Noct,749,787,812,1030,1242,1031,994,756,1043
Elf2,942,799,562,535,837,775,604,461,656
4930577N17Rik,72,65,39,39,56,52,39,29,48
Mgarp,0,0,0,0,0,0,0,1,0
Ndufc1,288,346,143,126,185,179,109,103,157
Naa15,1517,1477,1274,728,1072,1422,849,589,861
Rab33b,220,177,236,218,283,273,196,170,187
Setd7,736,534,614,674,883,783,608,557,785
5031434O11Rik,27,18,16,23,31,19,18,17,34
Mgst2,78,42,30,39,41,37,31,35,46
Maml3,91,63,127,144,218,228,122,87,138
Foxo1,319,330,220,220,220,309,229,178,250
Gm30173,0,0,0,0,0,0,0,0,0
Gm2447,0,0,0,0,0,0,0,0,0
Gm30292,0,0,0,0,0,0,0,0,0
Gm20750,0,0,0,0,0,0,0,0,0
Cog6,480,431,302,253,287,325,308,200,311
Lhfp,1,0,4,2,3,2,2,8,2
Nhlrc3,280,233,276,211,307,355,193,138,243
Proser1,388,287,297,334,527,402,257,206,292
Stoml3,0,0,1,1,2,6,0,0,0
Frem2,0,0,0,0,0,0,0,0,0
Ufm1,568,593,594,453,662,653,347,327,433
Gm31026,0,0,0,0,0,0,0,0,0
Trpc4,0,0,0,0,0,1,1,0,0
Postn,0,0,6,4,2,4,4,2,8
Supt20,781,687,609,537,683,680,675,491,707
Exosc8,549,526,228,188,288,253,205,169,256
Alg5,327,337,331,231,361,444,264,203,272
Smad9,0,1,2,2,3,1,0,2,0
Rfxap,150,135,91,94,149,95,93,58,92
Sertm1,0,0,0,2,0,0,0,0,0
Ccna1,0,0,0,0,0,0,0,0,0
4931419H13Rik,0,0,0,0,0,0,0,0,0
Spg20,245,216,173,102,175,179,166,125,189
Ccdc169,0,0,0,0,0,0,1,0,0
Sohlh2,0,0,0,0,0,0,0,0,0
Dclk1,0,4,6,7,0,0,0,8,0
Gm9831,0,0,0,0,0,0,0,0,0
Nbea,1,2,4,1,1,0,1,2,2
Mab21l1,0,0,1,1,0,0,0,0,0
4933417G07Rik,0,1,1,1,0,0,0,1,1
Gm51273,0,0,0,0,0,0,0,0,0
Tm4sf1,0,1,4,1,2,0,1,1,1
Gm51274,0,0,0,0,0,0,0,0,0
Tm4sf4,0,0,0,0,0,0,0,0,0
Wwtr1,796,738,898,670,1332,988,547,474,673
Gm16016,7,11,4,21,11,7,9,21,14
Mir6377,0,0,0,0,0,0,0,0,0
Commd2,315,286,221,166,248,226,173,138,202
Ankub1,0,0,1,0,0,0,0,0,0
Rnf13,1909,1723,1480,1552,2133,1763,1561,1414,1786
Pfn2,6,9,25,8,0,8,3,19,2
1700007F19Rik,0,0,0,0,0,0,0,0,0
Tsc22d2,663,644,586,582,873,779,584,492,695
Serp1,4791,3959,3051,2904,3560,3613,3227,2496,3691
Eif2a,947,700,612,529,717,706,519,460,596
Selenot,2703,2613,1894,1479,2036,2158,1578,1309,1768
Erich6,1,3,2,1,7,6,4,6,2
Gm8234,0,0,3,1,1,0,0,0,0
Siah2,322,318,138,188,301,165,166,143,222
4930593A02Rik,7,5,0,0,0,0,1,0,2
Clrn1,0,0,0,0,0,0,0,0,0
Med12l,114,105,174,70,114,141,78,60,86
Gpr171,49,54,131,154,169,200,107,77,76
P2ry14,1328,1218,1353,868,1051,1455,951,649,959
F630111L10Rik,41,32,103,35,67,73,45,33,61
Gpr87,0,0,2,0,0,0,0,2,0
P2ry13,1599,1544,1662,813,792,1647,1146,809,1320
P2ry12,330,294,158,124,160,207,173,120,176
Igsf10,42,35,63,20,35,51,25,24,29
Aadacl2fm2,0,0,0,0,0,0,0,0,0
Gm16527,0,0,0,0,0,0,0,0,0
Aadacl2fm3,0,0,0,0,0,0,0,0,0
Aadacl2fm1,0,0,0,0,0,0,0,0,0
Gm9696,0,0,0,0,0,0,0,0,0
Aadacl2,0,0,0,0,0,0,0,0,0
Aadac,0,0,0,0,0,0,0,0,0
Sucnr1,0,0,0,0,0,0,0,0,0
Mbnl1,4992,4179,3563,3294,4688,4594,3680,3072,4256
P2ry1,3,1,1,1,0,1,1,1,0
Rap2b,1653,1792,1268,666,808,1289,1062,855,1464
Arhgef26,1,0,9,1,3,6,6,5,2
Dhx36,650,637,546,359,554,638,385,280,497
Gpr149,0,0,0,0,0,0,0,0,0
Mme,1,1,0,0,2,0,1,0,2
Gm34240,0,0,0,0,0,0,0,0,0
Strit1,0,0,0,0,0,0,0,0,0
Plch1,0,0,0,1,0,0,0,0,0
E130311K13Rik,57,51,40,27,43,45,30,27,39
Slc33a1,451,438,345,306,403,391,312,252,368
Gmps,773,760,507,414,545,610,364,277,401
Vmn2r1,0,2,0,0,4,2,0,0,0
Vmn2r2,0,0,0,0,0,0,0,0,0
Vmn2r3,0,0,0,0,0,0,0,0,0
Vmn2r4,0,0,0,0,0,0,0,0,0
Vmn2r5,0,0,0,0,0,0,0,0,0
Vmn2r6,0,0,0,0,0,0,0,0,0
Vmn2r-ps11,0,0,0,0,0,0,0,0,0
Vmn2r7,0,0,0,0,0,0,0,0,0
Kcnab1,4,4,5,7,4,6,1,10,1
A330015K06Rik,0,0,0,0,1,0,0,3,0
A730090N16Rik,2,4,4,0,8,1,3,0,0
Ssr3,3294,3000,2077,1946,2509,2347,1969,1577,2084
4931440P22Rik,42,37,30,31,71,70,26,17,19
Tiparp,872,736,458,603,868,857,421,413,452
Mir8120,0,0,0,0,0,0,0,1,0
Lekr1,14,15,12,13,13,11,12,12,15
Ccnl1,1326,1042,1218,1137,1846,1835,1014,792,1205
Veph1,0,0,0,0,0,0,1,0,0
Ptx3,0,0,0,2,0,0,0,0,0
Shox2,0,0,0,0,0,0,0,1,0
Rsrc1,464,453,256,197,350,322,197,184,225
Mlf1,35,48,5,7,5,5,8,5,6
Gfm1,817,854,398,309,455,554,356,305,372
Lxn,334,299,175,162,213,204,239,164,263
Rarres1,66,56,227,171,288,275,18,11,29
Mfsd1,3429,3274,2045,1896,2564,2645,1714,1424,1866
Iqcj,0,0,0,0,0,0,0,0,0
Iqschfp,0,0,0,0,0,0,0,0,0
Schip1,0,0,0,0,0,0,0,2,0
Il12a,0,0,2,0,0,0,0,1,0
Gm35584,0,0,0,0,0,0,0,0,0
1110032F04Rik,1,2,0,2,1,0,1,2,1
Ift80,97,122,34,37,36,28,29,20,45
Smc4,4671,4247,1055,1257,1212,1128,1444,1127,1590
Mir15b,0,0,0,0,0,0,0,0,0
Mir16-2,0,0,0,0,0,0,0,0,0
Trim59,333,297,45,36,43,43,55,35,90
Kpna4,1479,1444,882,751,1084,1111,903,751,996
Gm1647,0,0,0,0,0,0,0,0,0
Arl14,0,0,0,0,0,0,0,0,0
Ppm1l,8,9,17,23,35,35,7,6,14
B3galnt1,0,2,59,26,27,77,0,4,0
Nmd3,314,241,491,270,485,559,173,159,166
Sptssb,0,0,0,0,0,0,1,2,0
Otol1,0,0,0,0,0,0,0,0,0
Gm6634,0,0,0,0,0,0,0,0,0
Sis,0,0,0,0,0,0,0,0,0
Slitrk3,0,1,0,0,0,0,0,2,0
Gm20754,0,0,0,0,0,0,0,0,0
4930509J09Rik,0,0,0,0,0,0,0,0,0
Bche,0,0,0,0,0,0,0,0,0
Gm20356,0,0,0,0,0,0,0,0,0
Gm36069,0,0,0,0,0,0,0,0,0
Zbbx,0,0,0,0,0,0,0,0,0
Serpini2,0,0,0,0,0,0,0,0,0
Wdr49,0,0,5,0,0,1,0,0,0
Pdcd10,424,377,316,243,405,380,292,257,268
Serpini1,6,3,7,21,2,2,4,21,1
Platr10,0,0,0,0,0,0,0,0,0
Golim4,648,539,388,381,468,442,385,290,450
Fstl5,0,0,3,1,0,0,0,1,0
Rapgef2,366,332,209,334,490,289,275,222,289
4921511C10Rik,0,1,2,0,0,1,0,0,1
6430573P05Rik,19,8,16,6,26,10,9,12,11
Gm17359,6,4,2,0,2,2,0,1,0
Fnip2,1704,1878,1677,698,916,1940,615,562,756
4930589L23Rik,0,0,1,0,0,0,0,0,0
Ppid,709,789,501,410,510,542,438,308,467
Etfdh,894,745,450,395,493,504,396,380,472
4930579G24Rik,245,206,37,33,38,35,26,40,41
Rxfp1,0,0,0,0,0,0,0,2,0
Tmem144,96,84,59,40,40,46,36,24,48
